OVERALL_RATING,POTENTIAL,VALUE,WAGE,HEIGHT,KIT_NUMBER,WEAK_FOOT,SKILL_MOVES,RELEASE_CLAUSE,POSITION,ATTACKING,SKILL,MOVEMENT,POWER,MENTALITY,DEFENDING,GOALKEEPING,AGE,PREFERRED_FOOT_Left,PREFERRED_FOOT_Right
54,68,250.0,500.0,182,27,4,4,594.0,LM,44,49,70,55,44,30,10,18,False,True
56,75,325.0,500.0,192,28,2,1,674.0,GK,13,16,36,37,20,11,56,20,False,True
61,71,700.0,900.0,179,6,3,3,1.3,CM,52,56,69,56,54,44,13,20,False,True
66,75,1.8,1.0,176,93,4,3,3.2,RB,49,56,69,51,47,62,13,22,True,False
63,73,1.0,750.0,184,21,3,3,1.8,LB,52,60,72,57,58,57,9,22,True,False
53,67,190.0,500.0,185,37,3,1,394.0,GK,13,16,35,40,20,12,54,20,False,True
56,68,350.0,500.0,180,14,3,2,578.0,LM,49,51,66,53,43,23,12,20,False,True
55,69,275.0,500.0,183,70,2,2,543.0,CB,45,50,60,50,53,55,11,19,True,False
55,66,240.0,1.0,188,13,3,1,468.0,GK,12,14,42,38,22,11,55,21,False,True
56,65,325.0,1.0,183,33,4,3,536.0,ST,50,44,59,58,45,14,12,23,False,True
76,80,9.5,61.0,190,15,3,2,16.9,CB,48,51,61,63,57,78,9,25,False,True
64,74,1.3,8.0,190,23,3,3,2.5,ST,56,63,68,62,47,30,10,22,True,False
59,66,375.0,500.0,193,42,3,1,581.0,GK,17,14,32,34,20,11,59,22,False,True
65,75,1.5,4.0,183,2,3,2,0.0,RB,53,59,69,59,55,62,8,21,False,True
62,77,925.0,500.0,183,31,3,2,1.7,ST,55,48,75,64,47,24,10,20,False,True
58,72,450.0,2.0,177,62,3,2,1.1,LB,50,47,67,54,51,55,11,20,True,False
60,69,500.0,500.0,180,16,3,2,1.2,CDM,45,49,64,53,49,62,8,22,False,True
74,79,6.5,12.0,174,16,2,3,10.2,CAM,60,74,70,64,62,45,11,25,True,False
67,67,1.1,3.0,177,20,3,3,1.4,CAM,62,58,72,70,58,41,12,28,False,True
61,74,725.0,500.0,188,4,3,2,1.4,CB,38,38,57,52,42,61,8,21,False,True
64,68,775.0,1.0,184,8,3,2,1.1,CDM,47,53,65,59,55,63,11,25,False,True
58,68,0.0,0.0,186,,2,1,0.0,GK,13,16,31,35,22,13,58,21,False,True
60,76,625.0,2.0,182,15,2,2,1.5,LWB,47,50,66,55,54,57,10,21,True,False
66,79,2.0,3.0,175,41,2,3,4.3,RW,55,58,77,55,51,37,11,21,True,False
60,70,500.0,3.0,188,23,2,2,1.1,CB,42,33,50,45,43,61,11,21,True,False
71,74,2.4,550.0,181,44,3,2,5.5,RB,57,62,72,61,61,68,7,25,False,True
65,68,850.0,500.0,184,3,3,2,1.9,CB,50,55,71,65,58,65,10,26,False,True
71,75,2.4,650.0,196,12,3,2,5.5,CB,53,52,63,63,62,69,11,26,False,True
59,79,625.0,4.0,170,58,2,3,1.8,CM,56,60,66,54,57,54,13,20,True,False
65,76,1.4,1.0,178,19,3,2,2.4,CDM,49,53,60,59,55,65,10,19,False,True
67,71,1.3,2.0,191,33,2,2,2.0,CDM,53,61,60,68,58,63,11,25,False,True
65,80,1.6,1.0,177,3,2,2,3.4,LB,43,48,71,53,52,66,10,20,True,False
64,75,1.3,2.0,186,17,2,3,0.0,ST,54,48,61,62,54,29,11,21,False,True
62,73,875.0,500.0,191,32,2,2,2.1,ST,60,55,54,63,51,22,10,21,False,True
54,61,200.0,1.0,188,44,2,2,340.0,CB,36,32,53,52,37,54,11,25,False,True
66,80,2.0,2.0,178,9,3,3,4.2,ST,59,54,67,67,51,19,11,20,False,True
63,70,900.0,1.0,198,25,2,2,1.5,CB,36,34,51,55,45,64,11,25,False,True
55,72,325.0,500.0,174,31,3,3,609.0,RW,43,47,73,47,47,43,10,17,False,True
69,78,3.1,6.0,182,19,4,3,5.3,ST,60,54,77,76,61,32,12,21,False,True
65,65,0.0,0.0,194,22,3,1,0.0,GK,20,15,33,40,26,14,64,33,False,True
60,67,475.0,2.0,177,41,4,2,855.0,RB,39,45,70,50,45,60,10,22,False,True
64,75,1.3,800.0,176,10,3,3,1.9,LM,48,55,65,48,50,24,10,20,False,True
62,75,900.0,1.0,186,21,4,3,1.8,RB,47,49,64,58,53,59,8,20,False,True
61,68,650.0,1.0,182,22,3,3,1.1,CM,56,61,67,58,60,52,11,24,False,True
65,78,1.6,5.0,183,26,3,2,0.0,RB,47,50,62,58,53,65,8,20,False,True
64,81,1.5,4.0,182,14,3,2,0.0,ST,56,51,71,61,47,17,8,20,False,True
53,66,210.0,500.0,180,32,3,3,457.0,CAM,49,50,54,53,51,42,10,18,False,True
50,66,120.0,1.0,173,30,3,2,225.0,CAM,42,44,63,47,43,34,12,20,False,True
65,79,1.7,700.0,179,18,3,3,3.4,RM,53,55,73,54,54,54,11,21,False,True
65,76,1.4,750.0,192,3,3,2,2.0,CB,40,42,56,54,50,65,13,20,True,False
58,78,500.0,500.0,194,37,3,1,1.4,GK,13,17,30,34,18,10,59,19,False,True
71,76,2.9,4.0,187,11,4,3,4.9,ST,65,59,70,70,61,39,10,25,False,True
61,70,700.0,900.0,182,46,3,3,1.3,LM,51,58,66,50,53,56,11,20,True,False
54,66,210.0,500.0,190,12,1,1,378.0,GK,13,15,42,40,21,11,54,19,True,False
58,73,425.0,3.0,195,42,2,1,1.1,GK,13,16,27,33,23,12,59,20,False,True
58,76,450.0,500.0,190,43,3,1,1.0,GK,15,17,30,36,22,11,59,19,False,True
62,77,875.0,500.0,169,37,4,3,1.8,RB,46,49,75,53,47,58,11,20,False,True
56,75,350.0,2.0,197,64,3,2,884.0,CB,33,27,48,52,40,55,10,20,False,True
70,83,3.5,2.0,180,47,3,2,7.4,RWB,61,59,71,61,62,66,10,19,False,True
63,69,700.0,700.0,180,3,3,2,1.3,LB,47,48,65,54,48,58,9,25,True,False
61,67,475.0,500.0,182,98,3,2,0.0,LB,51,54,66,62,52,59,10,25,True,False
70,75,2.4,21.0,185,90,3,3,0.0,CM,64,70,70,75,70,51,12,25,False,True
65,74,1.6,2.0,180,10,4,3,2.6,CAM,59,69,63,62,48,34,11,22,False,True
61,68,625.0,550.0,178,24,3,2,1.1,LB,43,43,65,50,50,61,9,24,True,False
67,67,1.0,2.0,175,17,3,3,1.6,LM,63,67,66,69,58,40,11,30,False,True
67,73,1.6,1.0,185,18,4,4,2.8,LM,62,61,71,69,55,41,9,24,False,True
57,72,375.0,800.0,177,28,4,2,797.0,LB,49,51,63,52,51,54,10,19,True,False
63,70,900.0,4.0,188,17,2,2,0.0,CB,47,44,58,58,49,62,8,23,False,True
63,74,1.0,7.0,183,9,3,3,0.0,ST,55,53,66,62,54,30,11,21,False,True
64,72,1.3,5.0,188,47,3,2,2.6,CM,50,56,62,58,56,57,8,22,False,True
65,70,1.1,500.0,174,8,3,3,2.4,CM,58,62,63,64,64,62,11,25,False,True
66,70,1.2,2.0,171,14,3,3,1.6,CAM,59,58,78,73,64,60,9,25,False,True
66,70,1.2,1.0,174,18,4,4,1.6,LM,53,61,78,63,58,45,9,24,False,True
64,74,1.2,1.0,188,24,2,2,1.7,CB,45,41,57,57,45,64,9,23,False,True
64,67,775.0,1.0,178,8,2,2,1.0,CM,62,63,61,64,62,62,8,26,True,False
68,79,2.5,2.0,190,29,3,2,4.5,RB,59,57,68,68,57,62,10,20,False,True
60,75,575.0,2.0,170,28,2,2,1.4,CM,57,59,68,51,56,55,12,21,False,True
61,78,825.0,2.0,190,16,4,3,2.1,CAM,55,54,67,66,51,21,12,19,True,False
70,85,3.6,5.0,186,72,2,2,0.0,CB,43,41,64,56,50,71,11,21,False,True
65,70,950.0,3.0,186,22,3,2,1.4,CB,47,42,57,58,50,65,9,26,False,True
62,74,900.0,5.0,190,22,3,2,0.0,CB,39,34,56,57,43,61,12,21,False,True
60,75,525.0,500.0,193,3,2,2,984.0,CB,43,38,57,55,48,61,12,20,False,True
55,75,350.0,1.0,183,18,2,2,875.0,CM,46,49,64,65,51,53,10,20,False,True
62,81,1.0,800.0,175,35,3,3,2.5,CAM,55,60,77,60,60,59,10,19,False,True
63,79,1.2,9.0,185,39,3,4,3.2,RW,57,56,66,55,50,20,11,20,False,True
66,76,1.8,2.0,182,3,3,2,3.2,CB,51,54,69,55,58,66,11,22,True,False
66,77,1.9,6.0,179,11,3,2,0.0,ST,56,58,82,63,50,20,9,23,False,True
56,67,300.0,500.0,178,12,2,3,525.0,CM,50,54,66,48,55,48,10,19,False,True
57,67,375.0,1.0,182,30,3,2,544.0,ST,49,47,60,59,43,14,11,22,False,True
57,74,375.0,500.0,202,27,3,1,703.0,GK,12,12,32,36,19,11,58,20,False,True
64,74,1.3,2.0,175,8,3,4,2.1,CAM,54,58,65,57,52,42,11,22,True,False
65,80,1.6,7.0,180,5,3,2,0.0,CB,42,37,56,55,42,68,11,21,False,True
64,69,875.0,3.0,187,27,2,3,1.4,CM,58,63,61,63,58,56,9,25,False,True
62,69,725.0,1.0,185,2,4,2,1.4,CB,41,42,58,54,47,62,11,22,False,True
65,73,1.5,750.0,192,25,3,2,2.2,CB,46,44,56,60,51,63,10,23,False,True
65,68,975.0,4.0,170,20,3,3,1.5,RM,60,58,72,61,53,30,10,26,False,True
59,69,475.0,800.0,173,15,3,2,784.0,LM,48,49,72,52,45,42,9,21,True,False
55,64,275.0,1.0,180,25,3,2,468.0,LM,48,53,65,51,38,19,9,23,False,True
68,79,2.3,2.0,192,18,2,1,3.9,GK,13,14,30,37,19,12,67,23,False,True
64,75,1.3,1.0,183,18,4,3,2.1,CM,52,60,75,56,60,60,10,20,False,True
63,66,650.0,800.0,181,11,3,2,861.0,LM,51,58,62,55,53,37,8,25,False,True
65,77,1.7,1.0,186,19,3,3,2.5,RW,52,55,73,63,46,26,9,21,True,False
62,75,900.0,500.0,169,22,3,3,1.9,RM,55,56,66,55,50,41,12,19,False,True
63,73,1.0,850.0,174,28,3,2,1.5,LWB,44,44,72,52,45,58,7,22,False,True
57,68,350.0,2.0,184,38,3,2,735.0,RW,46,48,71,51,45,31,11,21,False,True
54,73,275.0,900.0,183,76,3,2,694.0,LM,48,53,68,47,39,31,9,19,False,True
66,81,1.9,4.0,185,26,3,2,5.0,CB,49,51,63,61,54,65,11,20,False,True
65,72,1.4,2.0,183,20,3,2,2.0,RB,55,58,67,68,48,59,10,25,False,True
61,72,600.0,500.0,187,12,1,1,1.4,GK,12,16,38,35,18,11,61,20,False,True
61,70,725.0,1.0,180,29,5,3,1.2,ST,57,51,67,70,51,46,11,21,False,True
57,76,425.0,1.0,178,40,3,2,903.0,CM,51,57,67,55,50,43,10,19,False,True
61,79,825.0,2.0,172,2,2,2,2.2,RB,45,52,72,44,49,59,10,20,False,True
68,79,2.5,600.0,178,16,3,2,4.0,RB,59,54,69,56,56,62,9,21,False,True
56,76,375.0,500.0,178,28,3,2,1.2,RB,41,43,68,46,46,51,11,19,False,True
53,72,230.0,1.0,188,71,3,2,477.0,CB,35,31,53,51,40,54,13,20,False,True
61,78,825.0,500.0,180,29,4,3,1.8,RM,50,50,64,56,53,48,11,18,True,False
63,64,475.0,2.0,188,3,2,2,748.0,CB,39,40,55,59,45,60,11,28,False,True
70,75,2.2,500.0,173,44,3,3,5.0,LB,55,66,75,61,61,69,12,25,True,False
60,74,525.0,1.0,188,22,2,2,1.3,CB,47,53,60,53,51,61,11,20,False,True
55,68,275.0,550.0,183,20,3,2,653.0,RWB,37,40,63,53,41,54,12,20,False,True
60,61,300.0,850.0,181,11,3,3,398.0,RW,54,52,67,54,48,26,11,27,True,False
57,70,375.0,2.0,180,49,3,2,872.0,LWB,45,46,60,47,45,53,10,20,True,False
65,73,1.6,1.0,180,6,3,3,2.8,CF,62,59,63,55,58,39,10,23,True,False
68,79,2.7,500.0,160,46,4,2,6.5,ST,59,58,78,73,60,32,11,23,True,False
65,74,1.5,3.0,183,18,3,2,3.3,CB,40,38,55,58,47,70,11,22,False,True
59,77,525.0,500.0,192,67,2,2,1.2,CB,38,38,57,51,40,59,11,19,True,False
57,68,325.0,5.0,182,49,3,2,683.0,CDM,50,53,59,58,55,55,11,21,False,True
56,75,350.0,3.0,190,50,3,2,884.0,CB,39,32,48,53,46,57,11,19,False,True
63,77,1.1,600.0,178,24,3,3,2.2,RB,53,56,70,58,57,60,11,20,False,True
63,77,1.1,1.0,181,29,3,2,2.9,CDM,49,54,60,60,56,63,13,21,False,True
68,76,2.7,4.0,174,20,2,3,6.2,RM,62,58,72,67,55,18,8,24,True,False
70,80,3.6,4.0,178,5,2,2,6.1,CM,58,60,73,66,62,65,9,22,False,True
60,70,500.0,500.0,184,16,3,2,825.0,RB,51,53,67,60,51,56,10,20,False,True
65,78,1.7,1.0,182,77,3,3,3.8,RM,61,63,66,60,57,52,11,21,True,False
64,71,1.2,1.0,178,7,5,3,2.0,RM,57,61,73,64,52,45,11,23,False,True
63,76,1.1,1.0,195,92,3,2,2.6,CB,44,43,56,59,46,61,10,21,False,True
61,68,625.0,2.0,178,35,3,3,1.4,CDM,51,57,63,59,56,58,12,25,False,True
61,72,675.0,3.0,178,22,2,2,0.0,LB,50,54,62,56,50,57,10,20,True,False
59,77,550.0,700.0,182,14,2,2,1.3,CB,42,43,64,56,43,57,11,19,False,True
56,73,350.0,500.0,178,27,3,2,656.0,CM,49,52,66,55,54,54,11,20,False,True
63,76,1.1,500.0,181,3,3,3,3.1,RB,59,55,66,58,57,57,9,21,False,True
60,71,525.0,500.0,169,4,2,2,1.2,LB,51,49,64,55,53,57,11,21,True,False
59,64,350.0,2.0,185,17,3,2,639.0,CM,54,60,71,55,53,50,11,22,False,True
58,71,475.0,1.0,180,4,2,2,1.0,RB,45,46,64,53,46,54,11,20,False,True
74,84,9.0,30.0,186,26,3,3,18.9,RW,67,66,77,63,60,29,9,21,False,True
61,69,700.0,3.0,175,42,3,2,1.3,LM,55,56,65,55,53,46,9,21,False,True
63,75,1.2,5.0,180,34,3,3,2.8,ST,61,60,72,60,55,47,12,22,False,True
64,72,1.3,4.0,185,19,3,2,0.0,ST,58,55,57,61,54,30,10,22,True,False
63,69,700.0,2.0,178,28,2,2,1.5,CDM,46,51,66,61,51,61,10,23,False,True
64,76,1.4,500.0,168,16,3,3,3.3,CM,55,60,71,63,59,59,11,21,True,False
62,76,875.0,2.0,189,22,3,2,2.3,CB,42,36,51,53,46,66,10,20,False,True
54,65,240.0,500.0,165,39,4,2,372.0,ST,47,42,72,55,42,14,11,22,False,True
71,74,2.5,650.0,175,17,3,4,5.7,CM,61,68,71,72,67,59,12,24,False,True
62,76,875.0,600.0,165,2,3,2,1.8,RB,45,48,79,44,51,57,9,20,False,True
61,82,1.0,7.0,186,38,3,2,3.1,CAM,51,52,63,59,51,39,11,19,True,False
64,72,1.3,6.0,176,7,3,3,0.0,ST,62,62,72,60,56,45,11,23,False,True
63,80,1.2,3.0,180,37,4,2,0.0,CM,54,58,62,62,59,55,12,20,False,True
55,75,300.0,500.0,199,30,2,1,675.0,GK,19,23,37,34,22,11,55,18,False,True
60,70,500.0,500.0,186,37,3,3,850.0,CAM,57,62,62,59,55,30,12,19,True,False
65,81,1.7,1.0,177,26,3,2,3.4,RB,55,63,68,60,61,63,12,20,False,True
63,83,1.3,1.0,181,34,4,3,3.8,CAM,61,65,69,60,55,47,13,20,True,False
63,74,1.0,500.0,180,18,3,2,1.5,LB,45,45,62,57,50,63,11,21,True,False
63,78,1.1,500.0,180,80,3,3,2.2,CM,57,63,72,66,57,46,9,19,False,True
65,73,1.5,2.0,198,5,3,2,2.5,CB,47,44,41,68,52,64,10,25,True,False
61,78,825.0,2.0,180,22,3,3,1.9,CM,53,61,71,59,57,55,12,20,False,True
65,78,1.7,3.0,165,37,3,3,4.5,LM,57,62,70,52,63,61,11,21,False,True
56,66,300.0,2.0,201,36,2,2,585.0,ST,47,46,46,65,46,19,11,20,False,True
66,81,1.9,2.0,190,43,3,2,3.9,CB,42,44,55,70,48,66,11,20,False,True
61,74,775.0,4.0,188,44,4,2,1.8,ST,55,53,57,61,51,20,11,21,False,True
52,62,170.0,700.0,172,29,3,2,332.0,CM,46,48,67,51,50,43,10,20,False,True
60,78,625.0,500.0,173,2,2,3,1.2,LM,45,47,72,49,51,58,9,20,True,False
60,75,550.0,850.0,176,30,4,2,1.4,RWB,42,42,70,49,51,57,12,20,False,True
62,74,925.0,1.0,171,32,3,2,1.9,LB,54,56,74,60,56,57,10,21,True,False
60,72,550.0,3.0,188,24,3,2,1.1,CDM,48,55,61,61,55,55,10,21,False,True
62,79,1.0,800.0,169,27,3,3,1.9,CM,51,56,75,58,57,49,12,20,False,True
68,74,1.9,5.0,193,17,3,3,0.0,ST,59,51,65,61,48,17,10,24,False,True
58,77,525.0,2.0,192,45,3,2,1.3,ST,55,43,55,58,46,21,13,19,False,True
66,81,1.9,15.0,191,6,3,2,0.0,CB,51,54,61,59,47,70,10,21,False,True
61,72,700.0,950.0,187,25,3,3,1.2,LM,56,50,60,61,47,35,11,21,True,False
59,73,475.0,800.0,190,30,3,1,1.0,GK,10,14,36,36,21,11,60,20,False,True
65,78,1.7,5.0,184,38,3,2,0.0,CM,56,61,63,57,62,58,9,21,False,True
55,70,275.0,1.0,175,43,2,2,694.0,LB,39,45,65,51,46,52,11,20,True,False
69,72,1.6,10.0,186,15,3,2,2.7,CB,56,54,68,63,56,69,11,27,False,True
65,76,1.6,3.0,187,14,3,2,3.2,CM,52,64,60,63,57,48,12,23,False,True
63,81,1.2,1.0,182,87,3,2,0.0,ST,55,57,69,64,44,26,10,19,False,True
66,77,1.9,2.0,186,34,4,3,0.0,ST,63,58,66,65,56,34,12,21,False,True
67,79,2.4,9.0,178,29,3,2,5.0,CM,58,64,69,64,61,65,12,22,False,True
52,62,170.0,500.0,182,21,3,2,281.0,CM,44,50,58,52,50,56,8,20,False,True
57,73,400.0,3.0,180,34,3,2,1.0,RB,43,46,67,47,42,53,11,20,False,True
62,77,875.0,750.0,185,21,3,2,0.0,CB,40,42,64,51,45,62,11,19,False,True
57,77,450.0,850.0,185,31,3,2,1.1,ST,48,44,62,62,47,22,14,19,True,False
60,73,575.0,500.0,180,14,3,2,1.1,RM,53,53,72,56,50,42,10,20,False,True
65,70,1.1,2.0,178,23,3,4,1.7,LM,57,58,72,59,48,27,12,23,True,False
68,77,2.6,500.0,180,18,2,2,6.2,RB,54,51,71,58,58,66,9,24,False,True
63,86,1.5,500.0,170,11,2,3,4.5,LM,56,56,79,52,46,32,12,18,True,False
66,76,1.9,3.0,181,7,4,3,3.1,LM,59,59,75,69,53,55,12,22,False,True
69,76,2.8,4.0,180,16,4,4,4.9,RM,68,62,68,60,52,33,9,23,False,True
58,69,400.0,850.0,186,36,3,1,0.0,GK,11,16,38,38,23,10,56,22,False,True
52,64,170.0,2.0,188,30,3,1,357.0,GK,14,19,36,33,18,12,52,23,True,False
56,64,300.0,1.0,177,33,2,2,585.0,RB,42,47,71,44,48,51,11,21,False,True
54,62,230.0,1.0,172,27,2,3,449.0,RM,43,47,75,48,42,27,10,21,False,True
64,74,1.2,5.0,192,3,3,2,0.0,CDM,52,55,63,61,54,62,10,20,False,True
55,62,240.0,2.0,175,21,3,2,468.0,RB,45,47,68,61,47,48,8,22,False,True
61,71,700.0,1.0,192,4,3,2,1.0,CB,40,32,63,63,43,57,10,23,False,True
69,80,3.0,15.0,181,17,4,3,0.0,RW,60,65,78,59,53,22,11,21,True,False
63,75,1.1,5.0,181,18,2,3,0.0,LM,57,54,73,57,50,22,8,20,False,True
64,78,1.3,2.0,190,5,2,2,3.4,CB,40,35,55,56,46,66,11,20,False,True
57,68,350.0,1.0,197,27,2,2,543.0,ST,49,40,50,60,48,23,8,20,False,True
63,76,1.2,4.0,185,27,3,2,3.3,ST,55,51,62,63,47,14,11,22,False,True
69,76,2.6,2.0,186,4,3,3,3.8,CB,44,48,64,62,48,68,12,25,False,True
59,74,525.0,1.0,180,37,3,3,1.4,RM,52,53,60,53,44,25,11,20,False,True
61,73,750.0,3.0,174,29,3,3,1.7,LWB,44,41,69,48,47,57,8,22,True,False
69,79,2.9,4.0,193,28,3,2,5.2,CB,46,42,52,55,50,70,11,22,True,False
57,76,425.0,3.0,180,45,3,3,1.1,CM,51,57,59,58,55,55,10,19,True,False
57,74,400.0,3.0,175,32,2,2,1.0,RWB,45,42,64,50,46,55,12,21,False,True
60,77,600.0,4.0,185,46,2,2,1.5,CB,38,34,51,56,45,64,12,21,False,True
57,64,300.0,2.0,172,41,3,2,585.0,CDM,47,59,61,52,50,57,11,21,True,False
60,74,550.0,4.0,181,42,2,2,1.4,CB,43,44,61,48,48,63,12,21,False,True
63,78,1.1,3.0,182,45,5,3,3.0,CM,52,62,66,56,56,48,10,21,False,True
63,75,1.0,11.0,190,26,3,1,2.3,GK,11,13,35,35,20,10,62,22,False,True
67,76,2.3,7.0,172,19,3,3,0.0,ST,62,57,80,63,52,45,10,22,False,True
67,77,2.3,3.0,173,17,5,4,0.0,LM,55,60,78,54,52,33,10,22,False,True
65,76,1.5,1.0,193,2,3,2,2.2,CB,43,48,56,52,47,64,12,23,False,True
60,70,550.0,5.0,172,22,3,2,0.0,CM,52,56,71,61,56,55,10,21,False,True
66,77,1.8,3.0,178,17,3,3,0.0,RM,54,62,77,57,60,56,12,20,False,True
60,73,575.0,3.0,183,2,2,3,0.0,RB,41,45,73,51,49,53,11,21,False,True
60,75,575.0,850.0,178,30,2,2,1.4,CM,54,61,66,59,57,56,10,20,True,False
70,77,3.2,8.0,170,18,4,3,5.3,CAM,62,70,75,64,65,63,10,23,False,True
62,69,650.0,750.0,186,30,2,1,1.1,GK,13,15,30,33,21,10,64,20,False,True
60,75,550.0,3.0,183,22,4,2,0.0,CDM,50,54,61,57,57,59,11,19,False,True
61,70,750.0,4.0,182,35,4,2,1.4,CF,57,57,66,52,51,27,10,23,False,True
63,77,1.1,2.0,188,42,5,3,2.2,ST,59,60,67,64,51,18,10,21,False,True
70,80,3.3,4.0,186,6,2,2,7.6,RB,49,43,61,60,50,71,11,22,False,True
66,74,1.8,3.0,180,28,3,2,0.0,CB,53,56,67,62,59,67,9,22,False,True
70,77,3.2,5.0,170,70,3,4,4.6,CAM,61,73,69,61,57,34,9,25,True,False
68,77,2.7,5.0,173,27,3,3,4.6,ST,61,59,75,62,55,26,9,21,False,True
59,65,325.0,500.0,193,15,3,2,569.0,CB,39,41,55,52,43,61,9,21,False,True
62,71,900.0,2.0,188,33,3,2,1.5,ST,53,49,58,65,49,18,10,24,False,True
66,78,2.0,5.0,184,18,4,2,0.0,CDM,53,54,66,64,59,62,10,22,False,True
61,75,775.0,500.0,178,8,3,2,1.5,CM,45,53,67,55,52,50,9,21,False,True
54,68,240.0,600.0,175,34,2,2,498.0,RWB,40,44,71,41,42,51,10,20,False,True
74,80,6.5,12.0,184,6,5,3,11.1,CM,65,71,65,78,71,68,11,23,False,True
59,74,500.0,3.0,178,40,3,3,1.3,RB,45,47,62,48,50,61,8,20,False,True
61,73,800.0,2.0,202,19,3,2,1.2,ST,52,51,57,65,50,21,12,21,False,True
62,78,1.0,4.0,176,42,4,3,2.3,CAM,49,61,71,53,51,43,12,20,False,True
65,78,1.7,3.0,181,28,3,3,4.5,RM,56,57,74,60,52,28,9,21,False,True
67,68,1.0,7.0,184,4,3,2,2.1,CB,43,49,59,66,50,67,9,29,False,True
64,72,1.3,950.0,171,15,3,3,2.1,RM,59,57,74,62,54,36,8,21,False,True
66,80,1.9,4.0,187,3,3,2,4.0,CB,44,51,66,59,49,66,12,20,True,False
68,71,1.4,4.0,188,3,4,2,2.3,CB,55,53,65,65,57,68,8,27,True,False
57,69,350.0,500.0,183,21,2,2,543.0,CB,38,37,55,55,48,56,12,19,True,False
68,68,1.3,500.0,180,26,3,3,2.9,RM,61,60,73,65,65,54,11,28,False,True
66,79,2.0,3.0,181,23,3,2,4.7,CM,49,58,67,59,57,60,12,20,False,True
63,69,750.0,650.0,188,11,3,2,1.2,RM,54,49,70,58,51,21,10,25,False,True
60,80,675.0,500.0,180,17,3,3,1.5,RW,50,48,75,51,44,22,9,19,False,True
70,75,2.4,2.0,185,9,4,3,3.2,ST,64,66,72,68,61,29,10,26,False,True
69,73,2.0,8.0,181,11,3,3,3.1,ST,58,52,68,72,57,23,10,25,False,True
67,75,2.3,16.0,186,53,2,3,4.8,RM,58,61,79,72,51,33,11,23,False,True
53,73,240.0,500.0,191,68,3,2,600.0,CB,38,38,52,52,39,52,12,19,True,False
58,65,400.0,1.0,175,37,2,2,680.0,CM,45,53,66,53,53,51,10,24,False,True
56,68,325.0,1.0,191,24,2,2,504.0,CB,38,34,54,52,44,55,11,22,False,True
63,78,1.1,850.0,185,21,2,3,2.2,CAM,53,51,66,63,47,14,13,19,False,True
53,68,0.0,0.0,178,,3,3,0.0,CM,40,48,57,53,48,39,10,19,False,True
64,77,1.4,2.0,176,22,3,3,3.7,LM,54,61,73,58,53,41,12,21,False,True
59,72,475.0,2.0,190,35,2,1,1.1,GK,12,13,32,35,20,11,59,20,False,True
63,77,1.1,2.0,187,15,2,2,2.4,CB,54,47,60,62,53,64,10,21,False,True
62,71,850.0,4.0,185,34,3,2,0.0,CM,54,57,63,61,55,58,10,21,False,True
73,73,3.0,1.0,174,21,3,3,6.6,RM,62,69,82,61,56,26,10,30,False,True
70,80,3.6,6.0,189,9,3,2,6.1,ST,60,59,62,71,61,30,10,22,True,False
62,70,900.0,2.0,171,77,3,3,1.4,RW,50,51,75,59,54,57,9,24,True,False
59,72,500.0,2.0,181,19,3,2,1.1,CDM,50,53,68,55,51,60,12,20,False,True
68,84,2.9,500.0,172,19,3,3,5.9,LB,52,68,76,54,66,62,10,19,True,False
65,68,975.0,500.0,175,21,3,3,2.2,RW,56,55,69,57,48,20,9,26,False,True
68,81,2.6,10.0,188,3,3,2,0.0,CB,52,58,57,61,58,68,9,20,True,False
65,79,1.7,500.0,170,50,3,3,4.8,LM,54,56,74,51,52,50,11,20,False,True
62,74,950.0,2.0,185,7,3,2,1.6,ST,55,49,71,56,48,18,11,21,True,False
61,68,675.0,2.0,180,22,5,2,1.1,ST,53,51,65,60,50,17,9,22,False,True
62,73,875.0,3.0,180,22,4,3,1.9,CAM,53,64,66,45,48,36,12,21,False,True
65,76,1.6,3.0,184,18,2,2,3.5,ST,60,54,68,67,44,17,10,21,True,False
61,73,775.0,1.0,174,8,3,2,1.5,CM,53,58,65,54,57,56,10,21,True,False
69,78,3.0,4.0,173,25,4,2,5.1,CM,51,59,74,67,62,61,9,22,True,False
66,77,1.8,900.0,185,4,3,2,2.8,CB,39,34,60,49,49,71,11,21,False,True
61,61,110.0,1.0,182,25,2,1,149.0,GK,12,13,41,41,19,10,60,35,False,True
66,73,1.6,4.0,190,6,3,2,2.7,CB,48,53,54,58,54,65,9,23,False,True
64,75,1.3,2.0,177,28,3,3,2.3,CM,55,65,65,58,61,51,12,22,False,True
50,61,100.0,2.0,186,28,3,2,195.0,CM,43,45,58,53,47,44,11,21,False,True
67,67,1.1,9.0,170,27,2,3,2.2,RM,58,68,75,59,58,31,11,28,False,True
69,79,2.9,13.0,187,28,3,2,6.1,CB,42,44,66,55,49,69,10,21,False,True
65,78,1.6,1.0,186,38,3,2,3.6,CB,41,40,59,52,47,67,12,20,False,True
59,66,450.0,1.0,191,27,2,2,878.0,ST,51,41,49,64,48,22,11,24,False,True
61,72,700.0,750.0,178,20,2,2,1.4,CM,48,56,64,55,56,57,10,21,True,False
63,74,1.1,11.0,177,33,2,3,0.0,ST,57,53,72,61,49,19,10,21,False,True
66,77,1.8,3.0,197,18,2,2,3.1,CB,40,34,50,55,44,66,11,22,False,True
